Trnst ID,Settled Date,Description,Debit,Credit,Balance
86908671,2024-12-01T16:31:40Z,"Betvorodemologin,Order ID: 218294, Ref.: 218294",500,0,500
86910157,2024-12-01T16:35:18Z,"Betvorodemologin,reverse",0,500,0
86911217,2024-12-01T16:38:00Z,"Jk9898,Deposit to Jk9898",500,0,500
86931410,2024-12-01T17:28:06Z,"MdAbuTaher,Order ID: 218303, Ref.: 218303",500,0,500
86943254,2024-12-01T17:51:25Z,"Raju3210,Withdraw, Account No. 01760854822",0,1000,0
86943299,2024-12-01T17:51:38Z,"Alamin827,Order ID: 218305, Ref.: 218305",200,0,200
86948285,2024-12-01T18:02:02Z,"JuweLRana,Withdraw, Account No. 01917889877",0,500,0
86964883,2024-12-01T18:38:15Z,"sadekul13,Order ID: 218315, Ref.: 218315",200,0,200
86977544,2024-12-01T19:18:59Z,"Betvorodemologin,Order ID: 218317, Ref.: 218317",200,0,200
86982775,2024-12-01T19:41:01Z,"Betvorodemologin,amount rev",0,200,0
87000689,2024-12-01T22:05:09Z,"ANABIYA5866,Order ID: 218329, Ref.: 218329",1000,0,1000
87001988,2024-12-01T22:24:01Z,"ANABIYA5866,Withdraw approval , Account No. 01822942866",0,1000,0
87006365,2024-12-01T23:38:41Z,"ANABIYA5866,Order ID: 218337, Ref.: 218337",1000,0,1000
87006379,2024-12-01T23:38:52Z,"11Julhas,Order ID: 218336, Ref.: 218336",1000,0,1000
87009560,2024-12-02T00:14:02Z,"vola1000,Withdraw approval , Account No. 01933941181",0,500,0
87022624,2024-12-02T02:01:30Z,"Raju,Order ID: 218338, Ref.: 218338",200,0,200
87024545,2024-12-02T02:13:57Z,"Mark1122,Order ID: 218341, Ref.: 218341",500,0,500
87049694,2024-12-02T04:08:06Z,"Anamule,Order ID: 218343, Ref.: 218343",500,0,500
87173164,2024-12-02T10:10:20Z,"ANABIYA5866,Order ID: 218363, Ref.: 218363",1000,0,1000
87220918,2024-12-02T12:06:12Z,"Raju,Order ID: 218368, Ref.: 218368",200,0,200
87226144,2024-12-02T12:21:50Z,"Sojib873,Order ID: 218370, Ref.: 218370",500,0,500
87228964,2024-12-02T12:28:17Z,"ANABIYA5866,Withdraw, Account No. 01822942866",0,1425,0
87240286,2024-12-02T12:57:06Z,"ANABIYA5866,Order ID: 218371, Ref.: 218371",1000,0,1000
87257449,2024-12-02T13:31:02Z,"ANABIYA5866,Order ID: 218377, Ref.: 218377",1000,0,1000
87259947,2024-12-02T13:37:00Z,"ANABIYA5866,Order ID: 218379, Ref.: 218379",800,0,800
87273742,2024-12-02T14:04:49Z,"Mosharef24,Order ID: 218390, Ref.: 218390",200,0,200
87276246,2024-12-02T14:10:21Z,"ANABIYA5866,Order ID: 218391, Ref.: 218391",1000,0,1000
87284319,2024-12-02T14:28:49Z,"ANABIYA5866,Order ID: 218394, Ref.: 218394",1000,0,1000
87286266,2024-12-02T14:33:40Z,"ANABIYA5866,Withdraw, Account No. 01822942866",0,5250,0
87315914,2024-12-02T15:17:43Z,"anisrahman,Order ID: 218399, Ref.: 218399",300,0,300
87327952,2024-12-02T15:37:59Z,"Monju788788,Order ID: 218401, Ref.: 218401",1000,0,1000
87335714,2024-12-02T15:52:48Z,"md016,Order ID: 218402, Ref.: 218402",210,0,210
87384169,2024-12-02T17:20:21Z,"mdmahedi68,Order ID: 218412, Ref.: 218412",3400,0,3400
87405611,2024-12-02T17:55:35Z,"11Julhas,Withdraw, Account No. 01739487579",0,1000,0
87405701,2024-12-02T17:55:48Z,"mdmahedi68,Withdraw, Account No. 01836825268",0,4700,0
87424242,2024-12-02T18:35:05Z,"nazim4006,Order ID: 218414, Ref.: 218414",200,0,200
87443966,2024-12-02T19:33:53Z,"Susantu80,Order ID: 218415, Ref.: 218415",500,0,500
87474492,2024-12-02T23:48:05Z,"ANABIYA5866,Order ID: 218416, Ref.: 218416",1000,0,1000
87474913,2024-12-02T23:54:07Z,"ANABIYA5866,Order ID: 218417, Ref.: 218417",1000,0,1000
87475572,2024-12-03T00:02:34Z,"ANABIYA5866,Order ID: 218418, Ref.: 218418",1000,0,1000
87475976,2024-12-03T00:08:02Z,"ANABIYA5866,Order ID: 218419, Ref.: 218419",1000,0,1000
87475993,2024-12-03T00:08:09Z,"ANABIYA5866,",150,0,150
87477259,2024-12-03T00:25:09Z,"ANABIYA5866,Order ID: 218420, Ref.: 218420",1000,0,1000
87477686,2024-12-03T00:30:47Z,"ANABIYA5866,Order ID: 218422, Ref.: 218422",1000,0,1000
87484559,2024-12-03T01:35:13Z,"ANABIYA5866,Withdraw approval , Account No. 01822942866",0,2500,0
87488000,2024-12-03T01:54:00Z,"ANABIYA5866,Order ID: 218423, Ref.: 218423",1000,0,1000
87491294,2024-12-03T02:09:42Z,"ANABIYA5866,Order ID: 218425, Ref.: 218425",1000,0,1000
87494320,2024-12-03T02:24:02Z,"ANABIYA5866,Order ID: 218426, Ref.: 218426",500,0,500
87506781,2024-12-03T03:20:47Z,"Habir42,Order ID: 218427, Ref.: 218427",450,0,450
87510346,2024-12-03T03:36:05Z,"soren98,Order ID: 218429, Ref.: 218429",295,0,295
87511436,2024-12-03T03:40:27Z,"soren98,by mistake add",0,10,0
87512058,2024-12-03T03:43:32Z,"Habir42,Withdraw approval , Account No. 01780114219",0,500,0
87567153,2024-12-03T06:52:24Z,"khauer04,Order ID: 218436, Ref.: 218436",200,0,200
87571064,2024-12-03T07:04:36Z,"Betvorodemologin,Order ID: 218437, Ref.: 218437",690,0,690
87577860,2024-12-03T07:23:15Z,"Betvorodemologin,demo deposit by mistake rev",0,550,0
87584346,2024-12-03T07:40:40Z,"Kamruzzaman,demo deposit reverse amount added this id",550,0,550
87611407,2024-12-03T08:44:58Z,"Mdemran5588,Order ID: 218443, Ref.: 218443",500,0,500
87634495,2024-12-03T09:42:39Z,"Mdemran5588,Withdraw, Account No. 01675265829",0,600,0
87654621,2024-12-03T10:32:14Z,"MdAbuTaher,Withdraw, Account No. 01814147044",0,500,0
87658237,2024-12-03T10:44:00Z,"Raju641,Order ID: 218454, Ref.: 218454",200,0,200
87662987,2024-12-03T10:58:33Z,"Raju641,Order ID: 218457, Ref.: 218457",300,0,300
87668012,2024-12-03T11:14:33Z,"Sohel32,Order ID: 218458, Ref.: 218458",490,0,490
87701985,2024-12-03T12:44:31Z,"ANABIYA5866,Order ID: 218466, Ref.: 218466",1000,0,1000
87710512,2024-12-03T13:05:59Z,"sofikul54,Order ID: 218468, Ref.: 218468",900,0,900
87731131,2024-12-03T13:55:34Z,"sofikul54,Withdraw, Account No. 01782499654",0,1600,0
87738370,2024-12-03T14:16:37Z,"rocky276,Order ID: 218481, Ref.: 218481",300,0,300
87743781,2024-12-03T14:31:56Z,"MDSOPYk,Order ID: 218487, Ref.: 218487",200,0,200
87752374,2024-12-03T14:51:01Z,"ANABIYA5866,Order ID: 218492, Ref.: 218492",1000,0,1000
87759453,2024-12-03T15:07:20Z,"Habir42,Order ID: 218493, Ref.: 218493",490,0,490
87764979,2024-12-03T15:21:26Z,"ANABIYA5866,by mistake add",0,50,0
87769688,2024-12-03T15:29:47Z,"sofikul54,Order ID: 218494, Ref.: 218494",1000,0,1000
87773876,2024-12-03T15:38:04Z,"Shahalam405,Order ID: 218496, Ref.: 218496",200,0,200
87775016,2024-12-03T15:40:21Z,"rocky276,Order ID: 218497, Ref.: 218497",300,0,300
87786555,2024-12-03T16:00:22Z,"ANABIYA5866,Withdraw, Account No. 01822942866",0,2250,0
87797412,2024-12-03T16:18:50Z,"rocky276,Withdraw, Account No. 01511227947",0,500,0
87806107,2024-12-03T16:34:29Z,"Habir42,Withdraw, Account No. 01780114219",0,500,0
87813565,2024-12-03T16:47:18Z,"Sohel32,Order ID: 218499, Ref.: 218499",490,0,490
87822649,2024-12-03T17:05:26Z,"Habir42,Order ID: 218502, Ref.: 218502",480,0,480
87825881,2024-12-03T17:11:57Z,"riaz701,Order ID: 218504, Ref.: 218504",200,0,200
87830385,2024-12-03T17:21:40Z,"MdTaijul,Order ID: 218505, Ref.: 218505",200,0,200
87839177,2024-12-03T17:41:49Z,"sofikul54,Order ID: 218510, Ref.: 218510",550,0,550
87848585,2024-12-03T18:04:09Z,"Habir42,Withdraw, Account No. 01780114219",0,579,0
87848783,2024-12-03T18:04:40Z,"MdTaijul,Withdraw, Account No. 01319750906",0,700,0
87877285,2024-12-03T19:24:39Z,"sofikul54,Withdraw approval , Account No. 01782499654",0,3100,0
87882099,2024-12-03T19:47:24Z,"sofikul54,Order ID: 218512, Ref.: 218512",1000,0,1000
87883864,2024-12-03T19:57:22Z,"sofikul54,Order ID: 218513, Ref.: 218513",1000,0,1000
87906654,2024-12-03T22:02:07Z,"sofikul54,amount add manuel",1000,0,1000
87914303,2024-12-03T23:28:40Z,"tariqsunny07,Order ID: 218528, Ref.: 218528",500,0,500
87916576,2024-12-04T00:13:05Z,"tariqsunny07,Order ID: 218529, Ref.: 218529",500,0,500
87918688,2024-12-04T00:42:30Z,"tariqsunny07,Order ID: 218530, Ref.: 218530",1000,0,1000
87921810,2024-12-04T01:09:44Z,"tariqsunny07,Order ID: 218531, Ref.: 218531",3000,0,3000
87928966,2024-12-04T02:02:58Z,"tariqsunny07,Withdraw approval , Account No. 01891991852",0,6100,0
87933338,2024-12-04T02:36:13Z,"ANABIYA5866,Order ID: 218535, Ref.: 218535",1000,0,1000
87942812,2024-12-04T03:11:17Z,"tariqsunny07,Order ID: 218538, Ref.: 218538",200,0,200
87945692,2024-12-04T03:23:41Z,"ANABIYA5866,Withdraw approval , Account No. 01822942866",0,1850,0
87947108,2024-12-04T03:29:08Z,"shihab102,Order ID: 218540, Ref.: 218540",500,0,500
87962655,2024-12-04T04:44:42Z,"MdTaijul,Order ID: 218544, Ref.: 218544",200,0,200
87967013,2024-12-04T05:00:54Z,"MdTaijul,Order ID: 218545, Ref.: 218545",200,0,200
87968725,2024-12-04T05:06:53Z,"vola1000,Order ID: 218546, Ref.: 218546",500,0,500
87972841,2024-12-04T05:21:21Z,"MdTaijul,Order ID: 218550, Ref.: 218550",1000,0,1000
87985927,2024-12-04T05:59:33Z,"SagorKunda,Order ID: 218551, Ref.: 218551",900,0,900
88003519,2024-12-04T06:44:30Z,"rocky276,Order ID: 218557, Ref.: 218557",300,0,300
88010084,2024-12-04T07:03:05Z,"Sa12s,manual deposit",200,0,200
88051726,2024-12-04T09:05:52Z,"ANABIYA5866,Order ID: 218569, Ref.: 218569",1000,0,1000
88065611,2024-12-04T09:42:13Z,"Firuzkhan578,Order ID: 218570, Ref.: 218570",200,0,200
88083115,2024-12-04T10:33:18Z,"ma0011,Order ID: 218574, Ref.: 218574",500,0,500
88083304,2024-12-04T10:33:43Z,"zehan07,Order ID: 218575, Ref.: 218575",200,0,200
88090765,2024-12-04T10:52:45Z,"zehan07,Order ID: 218576, Ref.: 218576",300,0,300
88143680,2024-12-04T13:19:15Z,"Mdsumonkhan,Order ID: 218588, Ref.: 218588",200,0,200
88145283,2024-12-04T13:23:32Z,"Mithurana,Order ID: 218610, Ref.: 218610",200,0,200
88145374,2024-12-04T13:23:46Z,"Alhaz,Order ID: 218611, Ref.: 218611",200,0,200
88147484,2024-12-04T13:28:55Z,"sofikul54,Order ID: 218603, Ref.: 218603",940,0,940
88150129,2024-12-04T13:36:58Z,"Betvorodemologin,testing",200,0,200
88168211,2024-12-04T14:17:29Z,"khan2025,Order ID: 218613, Ref.: 218613",200,0,200
88169864,2024-12-04T14:21:02Z,"daluerkha,Deposit to daluerkha",1000,0,1000
88172565,2024-12-04T14:26:40Z,"sofikul54,Order ID: 218615, Ref.: 218615",995,0,995
88182773,2024-12-04T14:47:41Z,"Betvorodemologin,testing",100,0,100
88184375,2024-12-04T14:50:36Z,"Alhaz,Withdraw, Account No. 01712225778",0,500,0
88193846,2024-12-04T15:08:07Z,"sofikul54,Order ID: 218619, Ref.: 218619",885,0,885
88199802,2024-12-04T15:20:14Z,"Alhaz,Order ID: 218621, Ref.: 218621",200,0,200
88230647,2024-12-04T16:21:25Z,"Alhaz,WDR APPROVED, Account No. 01712225778",0,500,0
88238462,2024-12-04T16:36:17Z,"Sohel32,Order ID: 218639, Ref.: 218639",300,0,300
88241962,2024-12-04T16:42:59Z,"Prince0786,Order ID: 218641, Ref.: 218641",1000,0,1000
88244651,2024-12-04T16:48:41Z,"Sohel32,Order ID: 218643, Ref.: 218643",490,0,490
88248095,2024-12-04T16:54:57Z,"Mdsumonkhan,Order ID: 218648, Ref.: 218648",200,0,200
88248989,2024-12-04T16:56:43Z,"daluerkha,Withdraw, Account No. 01790809282",0,500,0
88252065,2024-12-04T17:01:58Z,"Prince0786,Withdraw, Account No. 01786692498",0,4000,0
88270638,2024-12-04T17:39:38Z,"Mdsumonkhan,reverse extra bouns",0,10,0
88314767,2024-12-04T19:14:57Z,"Sharif87,add amount Manuel",500,0,500
88320831,2024-12-04T19:34:55Z,"Sohel32,Order ID: 218682, Ref.: 218682",490,0,490
88336817,2024-12-04T20:33:54Z,"Alhaz,Order ID: 218685, Ref.: 218685",200,0,200
88339424,2024-12-04T20:46:43Z,"Alhaz,Order ID: 218686, Ref.: 218686",200,0,200
88343536,2024-12-04T21:15:26Z,"Sharif87,add amount Manuel",500,0,500
88345531,2024-12-04T21:30:57Z,"Alhaz,Order ID: 218687, Ref.: 218687",370,0,370
88349261,2024-12-04T21:55:03Z,"supperminion,Order ID: 218690, Ref.: 218690",200,0,200
88359811,2024-12-04T23:27:39Z,"ANABIYA5866,Order ID: 218692, Ref.: 218692",1000,0,1000
88362891,2024-12-04T23:56:10Z,"ANABIYA5866,Order ID: 218693, Ref.: 218693",900,0,900
88364197,2024-12-05T00:07:19Z,"ANABIYA5866,Order ID: 218694, Ref.: 218694",900,0,900
88381721,2024-12-05T02:04:23Z,"11Julhas,Order ID: 218695, Ref.: 218695",500,0,500
88384888,2024-12-05T02:16:15Z,"vola1000,WDR APPROVED, Account No. 01933941181",0,600,0
88396480,2024-12-05T02:53:18Z,"ANABIYA5866,Order ID: 218696, Ref.: 218696",1000,0,1000
88398439,2024-12-05T03:00:43Z,"Sohel32,Order ID: 218697, Ref.: 218697",490,0,490
88401392,2024-12-05T03:11:00Z,"ANABIYA5866,Order ID: 218698, Ref.: 218698",1000,0,1000
88406089,2024-12-05T03:26:42Z,"Sohel32,WDR APPROVED, Account No. 01787793238",0,2000,0
88409988,2024-12-05T03:40:32Z,"SagorKunda,Order ID: 218700, Ref.: 218700",1500,0,1500
88410613,2024-12-05T03:42:33Z,"Sohel32,Order ID: 218701, Ref.: 218701",490,0,490
88416237,2024-12-05T03:58:59Z,"Sohel32,Order ID: 218702, Ref.: 218702",490,0,490
88426924,2024-12-05T04:37:17Z,"md016,Order ID: 218703, Ref.: 218703",259,0,259
88428423,2024-12-05T04:42:39Z,"Sohel32,Order ID: 218708, Ref.: 218708",480,0,480
88435023,2024-12-05T05:03:53Z,"Sohel32,Order ID: 218711, Ref.: 218711",500,0,500
88452646,2024-12-05T05:51:44Z,"Sohel32,Order ID: 218715, Ref.: 218715",500,0,500
88479225,2024-12-05T06:54:47Z,"ANABIYA5866,Order ID: 218726, Ref.: 218726",900,0,900
88486557,2024-12-05T07:08:22Z,"naiym,Order ID: 218730, Ref.: 218730",200,0,200
88496991,2024-12-05T07:31:09Z,"Toriq1357,Order ID: 218735, Ref.: 218735",200,0,200
88514935,2024-12-05T08:10:02Z,"sofikul54,Order ID: 218747, Ref.: 218747",600,0,600
88517188,2024-12-05T08:16:01Z,"ANABIYA5866,Order ID: 218748, Ref.: 218748",1000,0,1000
88526020,2024-12-05T08:37:34Z,"ANABIYA5866,Withdraw, Account No. 01822942866",0,2630,0
88538767,2024-12-05T09:02:47Z,"Aminur22,Order ID: 218756, Ref.: 218756",380,0,380
88541669,2024-12-05T09:10:13Z,"PSL365,Deposit to PSL365",200,0,200
88548189,2024-12-05T09:28:48Z,"Nooralma,Order ID: 218760, Ref.: 218760",200,0,200
88554478,2024-12-05T09:43:12Z,"Gabbarvip,Order ID: 218764, Ref.: 218764",200,0,200
88555788,2024-12-05T09:46:39Z,"ANABIYA5866,Order ID: 218766, Ref.: 218766",1000,0,1000
88561003,2024-12-05T09:59:29Z,"ANABIYA5866,Order ID: 218769, Ref.: 218769",1000,0,1000
88562626,2024-12-05T10:04:50Z,"Sojib321,Deposit to Sojib321",300,0,300
88581862,2024-12-05T10:54:38Z,"Marufbd,Order ID: 218775, Ref.: 218775",500,0,500
88603092,2024-12-05T11:34:36Z,"ANABIYA5866,Order ID: 218777, Ref.: 218777",490,0,490
88605449,2024-12-05T11:41:16Z,"Habir42,Order ID: 218778, Ref.: 218778",490,0,490
88618154,2024-12-05T12:18:39Z,"sofikul54,Order ID: 218789, Ref.: 218789",500,0,500
88619269,2024-12-05T12:22:07Z,"Betvorodemologin,",50,0,50
88622986,2024-12-05T12:33:09Z,"Nooralma,Order ID: 218797, Ref.: 218797",200,0,200
88626820,2024-12-05T12:44:18Z,"Mamun777,Order ID: 218804, Ref.: 218804",200,0,200
88641209,2024-12-05T13:21:17Z,"Sohel32,Order ID: 218813, Ref.: 218813",490,0,490
88650539,2024-12-05T13:48:05Z,"sofikul54,Order ID: 218822, Ref.: 218822",200,0,200
88653887,2024-12-05T13:56:24Z,"SaKibul125,Order ID: 218824, Ref.: 218824",200,0,200
88656903,2024-12-05T14:04:09Z,"SaKibul125,by mistake",0,10,0
88676701,2024-12-05T14:51:15Z,"Raju,Order ID: 218843, Ref.: 218843",200,0,200
88677013,2024-12-05T14:51:54Z,"MDSOPYk,Order ID: 218829, Ref.: 218829",200,0,200
88685736,2024-12-05T14:58:54Z,"Daba7070,Order ID: 218844, Ref.: 218844",200,0,200
88711438,2024-12-05T15:53:45Z,"Raju3210,Withdraw, Account No. 01760854822",0,700,0
88712209,2024-12-05T15:55:40Z,"Marufbd,Order ID: 218849, Ref.: 218849",300,0,300
88712626,2024-12-05T15:56:36Z,"Mahadi321,Order ID: 218850, Ref.: 218850",200,0,200
88712986,2024-12-05T15:57:30Z,"Esak217,Order ID: 218851, Ref.: 218851",200,0,200
88725044,2024-12-05T16:22:12Z,"Daba7070,Withdraw, Account No. 01759204039",0,500,0
88732013,2024-12-05T16:35:11Z,"SaKibul125,Order ID: 218856, Ref.: 218856",400,0,400
88744145,2024-12-05T16:52:54Z,"Daba7070,Order ID: 218857, Ref.: 218857",200,0,200
88744701,2024-12-05T16:53:58Z,"Daba7070,Deposit to Daba7070",10,0,10
88745178,2024-12-05T16:54:38Z,"ershad99,Order ID: 218858, Ref.: 218858",500,0,500
88766589,2024-12-05T17:35:34Z,"Firuzkhan67,Order ID: 218866, Ref.: 218866",200,0,200
88767853,2024-12-05T17:38:07Z,"Mdrainul88,Order ID: 218869, Ref.: 218869",200,0,200
88790343,2024-12-05T18:26:12Z,"Tutuldd1,Order ID: 218874, Ref.: 218874",200,0,200
88797762,2024-12-05T18:46:02Z,"Daba7070,Order ID: 218878, Ref.: 218878",500,0,500
88814072,2024-12-05T19:38:45Z,"Daba7070,WDR APPROVED, Account No. 01759204039",0,1600,0
88846933,2024-12-06T00:18:44Z,"Sohel32,Order ID: 218880, Ref.: 218880",590,0,590
88852952,2024-12-06T01:15:54Z,"Sohel32,Order ID: 218881, Ref.: 218881",600,0,600
88861086,2024-12-06T02:07:15Z,"1415154539,Order ID: 218883, Ref.: 218883",700,0,700
88879201,2024-12-06T03:27:16Z,"Raju,Order ID: 218889, Ref.: 218889",200,0,200
88888297,2024-12-06T03:59:57Z,"naiym,Order ID: 218893, Ref.: 218893",400,0,400
88892084,2024-12-06T04:11:39Z,"ershad99,Order ID: 218890, Ref.: 218890",800,0,800
88896865,2024-12-06T04:27:22Z,"Fozor,Order ID: 218898, Ref.: 218898",200,0,200
88911011,2024-12-06T05:15:32Z,"Marufbd,Order ID: 218904, Ref.: 218904",200,0,200
88931938,2024-12-06T06:11:37Z,"Bappa9,Order ID: 218913, Ref.: 218913",500,0,500
88934245,2024-12-06T06:17:45Z,"Raju,Order ID: 218915, Ref.: 218915",300,0,300
88960499,2024-12-06T07:29:53Z,"Daba7070,Order ID: 218931, Ref.: 218931",200,0,200
88974037,2024-12-06T08:08:52Z,"Tutuldd1,Order ID: 218938, Ref.: 218938",500,0,500
88981198,2024-12-06T08:26:18Z,"Iliyas1317,Order ID: 218916, Ref.: 218916",250,0,250
88982480,2024-12-06T08:29:41Z,"Betvorodemologin,Order ID: 218927, Ref.: 218927",290,0,290
88983265,2024-12-06T08:31:39Z,"jahirol6677,Order ID: 218943, Ref.: 218943",200,0,200
88983546,2024-12-06T08:32:22Z,"Rifoy,Order ID: 218946, Ref.: 218946",200,0,200
88984264,2024-12-06T08:33:57Z,"jahirol6677,",10,0,10
88984490,2024-12-06T08:34:30Z,"Iliyas1317,",12.5,0,12.5
88984630,2024-12-06T08:34:54Z,"Betvorodemologin,290 TRANSFER TO Djlokman23",0,290,0
88989886,2024-12-06T08:47:57Z,"Djlokman23,Djlokman23",290,0,290
89000329,2024-12-06T09:09:26Z,"sirajul ,Order ID: 218949, Ref.: 218949",400,0,400
89006690,2024-12-06T09:23:21Z,"Alhaz,Order ID: 218953, Ref.: 218953",200,0,200
89009250,2024-12-06T09:28:40Z,"Alhaz,",10,0,10
89021236,2024-12-06T09:54:06Z,"Fozor,Order ID: 218952, Ref.: 218952",295,0,295
89029093,2024-12-06T10:11:09Z,"Alhaz,Order ID: 218970, Ref.: 218970",500,0,500
89041768,2024-12-06T10:39:14Z,"Alhaz,Withdraw, Account No. 01712225778",0,1000,0
89041971,2024-12-06T10:39:52Z,"Djlokman23,Order ID: 218977, Ref.: 218977",205,0,205
89048807,2024-12-06T10:57:51Z,"Alhaz,Order ID: 218983, Ref.: 218983",200,0,200
89048805,2024-12-06T10:57:51Z,"Daba7070,Order ID: 218982, Ref.: 218982",200,0,200
89051528,2024-12-06T11:04:15Z,"Mukul1234,Deposit to Mukul1234",100,0,100
89068947,2024-12-06T11:46:43Z,"ANABIYA5866,Order ID: 218996, Ref.: 218996",500,0,500
89070245,2024-12-06T11:50:03Z,"Mona3333,Order ID: 218997, Ref.: 218997",200,0,200
89078432,2024-12-06T12:08:07Z,"Mahadi321,Order ID: 218998, Ref.: 218998",200,0,200
89081184,2024-12-06T12:14:00Z,"Mahadi321,",10,0,10
89089158,2024-12-06T12:32:22Z,"Fozor,Withdraw, Account No. 01977271855",0,500,0
89094320,2024-12-06T12:42:58Z,"SabbIr496,Order ID: 219006, Ref.: 219006",200,0,200
89097813,2024-12-06T12:51:05Z,"Sojib321,Deposit to Sojib321 ( BL59SLF68L )",500,0,500
89105250,2024-12-06T13:09:49Z,"Alhaz,Order ID: 219011, Ref.: 219011",200,0,200
89139711,2024-12-06T14:25:21Z,"Tarunray,Order ID: 219024, Ref.: 219024",200,0,200
89148184,2024-12-06T14:42:21Z,"MrRanaBD,Order ID: 219033, Ref.: 219033",500,0,500
89166921,2024-12-06T15:21:09Z,"maruf55,Order ID: 219042, Ref.: 219042",400,0,400
89186084,2024-12-06T16:01:12Z,"Xriyansikdar,Order ID: 219057, Ref.: 219057",200,0,200
89199538,2024-12-06T16:27:08Z,"MdAbuTaher,Order ID: 219050, Ref.: 219050",200,0,200
89200182,2024-12-06T16:28:33Z,"MdAbuTaher,Order ID: 219046, Ref.: 219046",200,0,200
89201314,2024-12-06T16:30:47Z,"maruf12b,Order ID: 219068, Ref.: 219068",500,0,500
89201515,2024-12-06T16:31:19Z,"Mahadi321,Order ID: 219067, Ref.: 219067",200,0,200
89202077,2024-12-06T16:32:22Z,"MdAbuTaher,Order ID: 219069, Ref.: 219069",200,0,200
89206918,2024-12-06T16:42:31Z,"Mdsakib0303,Order ID: 219071, Ref.: 219071",390,0,390
89214012,2024-12-06T16:56:53Z,"maruf12b,Withdraw, Account No. 01788396988",0,600,0
89215377,2024-12-06T16:59:20Z,"Mdsakib0303,Withdraw, Account No. 01751030361",0,500,0
89221906,2024-12-06T17:11:37Z,"Hossain09,Order ID: 219080, Ref.: 219080",200,0,200
89229929,2024-12-06T17:25:05Z,"Hossain09,Withdraw, Account No. 01983291089",0,500,0
89233737,2024-12-06T17:31:46Z,"Mahadi321,Order ID: 219085, Ref.: 219085",200,0,200
89247684,2024-12-06T17:58:13Z,"Mdsakib0303,WDR APPROVED, Account No. 01751030361",0,5000,0
89249960,2024-12-06T18:02:16Z,"Alhaz,Order ID: 219090, Ref.: 219090",200,0,200
89264302,2024-12-06T18:33:48Z,"Alhaz,WDR APPROVED, Account No. 01712225778",0,500,0
89274457,2024-12-06T18:59:40Z,"Shahalam405,Order ID: 219099, Ref.: 219099",200,0,200
89289078,2024-12-06T19:42:53Z,"Hossain09,WDR APPROVED, Account No. 01983291089",0,500,0
89289268,2024-12-06T19:43:33Z,"MrRanaBD,WDR APPROVED, Account No. 01789682928",0,5084,0
89293983,2024-12-06T20:01:35Z,"ZinnatAli,Order ID: 219102, Ref.: 219102",1000,0,1000
89306970,2024-12-06T20:59:04Z,"MrRanaBD,WDR APPROVED, Account No. 01789682928",0,1147,0
89338836,2024-12-07T01:11:26Z,"SabbIr496,Order ID: 219111, Ref.: 219111",500,0,500
89356135,2024-12-07T02:33:35Z,"Sohel32,Order ID: 219116, Ref.: 219116",1000,0,1000
89356724,2024-12-07T02:35:53Z,"SabbIr496,Order ID: 219117, Ref.: 219117",1000,0,1000
89370486,2024-12-07T03:19:09Z,"Hemel,Order ID: 219121, Ref.: 219121",200,0,200
89386501,2024-12-07T04:18:15Z,"Fozor,Order ID: 219130, Ref.: 219130",200,0,200
89387088,2024-12-07T04:20:02Z,"Sohel32,Order ID: 219131, Ref.: 219131",490,0,490
89389435,2024-12-07T04:28:27Z,"Mdsakib0303,Order ID: 219132, Ref.: 219132",1400,0,1400
89400048,2024-12-07T05:04:38Z,"Fozor,Order ID: 219136, Ref.: 219136",295,0,295
89414546,2024-12-07T05:47:49Z,"Alhaz,Order ID: 219145, Ref.: 219145",200,0,200
89420421,2024-12-07T06:02:52Z,"MdShahin,Order ID: 219149, Ref.: 219149",210,0,210
89420766,2024-12-07T06:03:45Z,"Sohel32,Order ID: 219150, Ref.: 219150",500,0,500
89421173,2024-12-07T06:04:40Z,"Shojib123,Order ID: 219148, Ref.: 219148",200,0,200
89448740,2024-12-07T07:11:36Z,"Sohel32,Order ID: 219159, Ref.: 219159",490,0,490
89461336,2024-12-07T07:45:51Z,"Sohel32,Order ID: 219169, Ref.: 219169",400,0,400
89468618,2024-12-07T08:02:33Z,"Joybd758,Deposit to Joybd758",200,0,200
89475370,2024-12-07T08:18:31Z,"Borkot11112,Order ID: 219178, Ref.: 219178",200,0,200
89477967,2024-12-07T08:25:39Z,"Habir42,Deposit to Habir42",540,0,540
89492973,2024-12-07T09:00:05Z,"Fazlul130,Order ID: 219190, Ref.: 219190",200,0,200
89496770,2024-12-07T09:10:54Z,"Alhaz,Order ID: 219191, Ref.: 219191",500,0,500
89509377,2024-12-07T09:45:10Z,"Fazlul130,Order ID: 219194, Ref.: 219194",200,0,200
89515768,2024-12-07T09:57:49Z,"souravami1010,Order ID: 219197, Ref.: 219197",200,0,200
89518620,2024-12-07T10:05:53Z,"SabbIr496,Order ID: 219198, Ref.: 219198",500,0,500
89522403,2024-12-07T10:15:08Z,"mdsumonahmed2395,Order ID: 219200, Ref.: 219200",200,0,200
89530790,2024-12-07T10:35:33Z,"mdsumonahmed2395,Order ID: 219203, Ref.: 219203",200,0,200
89546826,2024-12-07T11:13:14Z,"Mahadi321,Order ID: 219205, Ref.: 219205",300,0,300
89547798,2024-12-07T11:16:06Z,"Mdsakib0303,Withdraw, Account No. 01751030361",0,5000,0
